id,age,education,default,balance,housing,loan,day,month,latestday,duration,campaign,previous,y
5231,29,2,0,7863,1,0,14,5,164,1129,1,0,1
5232,56,1,0,4,1,0,6,5,156,31,3,0,0
5233,28,2,0,281,1,0,28,5,178,201,1,0,0
5234,41,0,0,2835,1,0,28,5,178,53,1,0,0
5235,35,2,0,302,1,0,6,5,156,137,1,1,0
5236,23,2,0,2673,1,0,5,6,185,81,2,0,0
5237,31,2,0,3701,0,0,18,8,258,709,3,0,0
5238,58,1,0,741,0,0,20,6,200,81,2,0,0
5239,45,1,0,0,0,0,26,8,266,454,2,0,0
5240,49,3,0,917,0,0,11,8,251,165,6,0,0
5241,63,2,0,0,0,0,7,10,307,73,2,0,0
5242,37,1,0,0,0,0,18,1,48,850,2,0,0
5243,38,0,0,5,1,0,7,5,157,221,2,0,0
5244,38,2,0,0,1,1,15,7,225,146,4,0,0
5245,59,3,1,-23,1,0,7,5,157,287,2,0,0
5246,53,1,0,896,1,0,14,5,164,106,1,0,0
5247,34,2,0,3119,1,0,21,5,171,250,4,0,0
5248,35,2,0,612,1,0,14,5,164,47,4,0,0
5249,47,3,0,333,0,0,21,1,51,8,5,1,0
5250,40,2,0,5,0,0,2,2,62,174,1,0,0
5251,56,2,0,0,1,0,20,4,140,249,1,0,0
5252,59,1,0,1939,0,0,23,4,143,172,1,0,1
5253,26,3,0,194,0,0,22,4,142,407,2,0,1
5254,32,2,0,8043,1,0,21,1,51,202,1,0,0
5255,41,2,0,67,0,0,20,4,140,185,2,2,0
5256,50,1,0,5024,1,1,7,5,157,661,1,11,1
5257,53,2,0,1467,1,0,5,5,155,124,1,0,0
5258,40,2,0,5766,1,1,17,1,47,68,2,1,0
5259,55,1,0,1512,0,0,11,8,251,262,4,0,0
5260,46,3,0,1038,1,1,15,5,165,200,3,0,0
5261,46,3,0,624,0,0,17,9,287,336,2,2,1
5262,32,3,0,297,0,0,13,8,253,225,2,0,0
5263,37,2,0,0,0,0,23,10,323,93,1,0,0
5264,52,2,0,2338,1,0,4,2,64,232,1,0,0
5265,32,2,0,5806,1,0,20,1,50,1503,2,0,1
5266,37,3,0,584,1,0,13,5,163,115,1,0,0
5267,31,2,0,4,1,0,17,4,137,234,2,0,0
5268,31,2,0,365,0,0,9,6,189,337,3,0,0
5269,42,3,0,-700,1,0,14,5,164,110,1,0,0
5270,55,2,0,151,1,0,15,5,165,88,2,0,0
5271,44,1,1,-119,1,0,2,6,182,132,5,0,0
5272,50,2,0,3674,1,0,30,5,180,886,3,0,1
5273,59,1,0,1115,0,0,19,6,199,834,1,0,1
5274,51,1,0,2244,0,0,28,1,58,360,2,0,0
5275,33,3,0,679,0,0,5,8,245,1109,2,0,1
5276,38,2,0,10,0,0,2,2,62,86,1,5,0
5277,58,2,0,312,0,0,7,8,247,398,2,0,0
5278,38,3,0,7255,1,0,3,6,183,78,2,2,0
5279,36,2,0,14,1,0,25,7,235,320,3,0,0
5280,33,3,0,2213,0,0,18,2,78,240,1,9,0
5281,60,0,0,652,0,0,19,6,199,525,1,0,0
5282,27,2,0,629,1,1,18,6,198,680,2,0,0
5283,48,2,0,0,1,0,23,7,233,90,2,0,0
5284,47,2,0,769,1,0,5,5,155,183,1,2,0
5285,29,1,0,149,1,0,15,5,165,242,2,0,0
5286,36,3,0,0,1,0,27,5,177,88,2,0,0
5287,32,2,0,254,1,0,28,1,58,319,1,0,0
5288,28,2,0,59,1,1,23,5,173,293,2,0,0
5289,45,3,0,2476,0,0,13,8,253,239,2,0,0
5290,21,2,0,682,0,0,6,3,96,266,1,0,1
5291,35,3,0,0,0,0,30,5,180,327,1,0,0
5292,47,2,0,407,1,0,5,6,185,67,12,0,0
5293,39,2,0,782,1,0,20,1,50,162,3,0,0
5294,34,2,0,1863,0,0,28,8,268,143,1,0,0
5295,29,2,0,3986,1,0,9,5,159,488,2,0,0
5296,50,3,0,4045,0,0,19,6,199,167,1,0,0
5297,56,2,0,126,0,0,14,5,164,113,2,0,0
5298,41,2,0,3123,1,0,3,4,123,1203,2,2,1
5299,51,2,0,5403,1,0,19,1,49,698,1,0,0
5300,25,3,0,6246,0,0,9,6,189,98,3,0,0
5301,46,2,0,119,1,0,27,5,177,106,1,0,0
5302,47,0,0,0,1,0,7,5,157,164,1,0,0
5303,32,2,0,4133,0,0,19,8,259,175,6,0,0
5304,39,1,0,981,1,0,7,5,157,294,1,0,0
5305,46,0,0,-619,1,0,28,5,178,96,1,0,0
5306,27,2,0,1577,1,1,28,5,178,266,2,0,0
5307,34,2,0,-92,1,0,27,5,177,236,1,0,0
5308,39,1,0,-176,0,0,9,7,219,176,1,0,0
5309,39,2,0,-480,1,1,2,2,62,147,2,3,0
5310,32,2,0,5,1,1,8,5,158,134,1,0,0
5311,32,2,0,13,1,0,27,5,177,88,2,0,0
5312,38,2,0,468,1,0,8,5,158,101,2,0,0
5313,32,3,0,415,0,0,23,5,173,76,2,0,0
5314,29,2,0,1450,1,0,28,5,178,195,1,0,0
5315,33,3,0,0,1,0,21,1,51,654,1,0,1
5316,45,2,0,31,1,0,28,1,58,280,1,0,0
5317,46,1,0,39,0,0,9,6,189,74,2,0,0
5318,26,2,0,-224,1,1,3,6,183,189,1,0,0
5319,62,2,0,135,1,0,16,1,46,446,13,1,0
5320,30,2,0,102,1,0,7,5,157,614,2,0,0
5321,58,2,0,409,0,1,14,7,224,643,2,0,0
5322,37,2,0,79,0,0,15,7,225,110,2,0,0
5323,26,2,0,3160,1,0,27,5,177,154,1,0,0
5324,42,3,0,223,0,0,6,8,246,92,6,0,0
5325,45,2,0,0,1,1,21,1,51,173,1,1,0
5326,30,2,0,2191,1,0,13,5,163,157,4,0,0
5327,33,2,0,2645,1,1,6,6,186,85,4,0,0
5328,43,3,0,0,0,0,30,6,210,275,2,1,1
5329,59,2,0,116,0,0,11,2,71,268,1,7,1
5330,30,2,0,2080,1,0,23,5,173,466,2,0,0
5331,62,0,0,2021,0,0,26,2,86,361,1,0,1
5332,40,2,0,200,1,0,6,5,156,322,2,0,0
5333,46,2,0,212,1,0,5,5,155,332,1,0,0
5334,54,2,0,1335,1,0,24,7,234,448,1,0,0
5335,58,0,0,0,1,0,17,1,47,219,1,2,0
5336,56,2,0,302,0,1,4,8,244,378,2,0,0
5337,33,3,0,463,0,0,25,8,265,390,7,0,0
5338,32,2,0,344,1,1,14,5,164,54,11,0,0
5339,55,1,0,0,0,0,5,6,185,247,1,0,0
5340,35,3,0,1036,0,0,13,8,253,356,1,0,0
5341,29,2,0,-312,1,1,14,5,164,130,2,0,0
5342,53,2,0,246,1,0,29,1,59,158,2,1,0
5343,55,2,0,12159,1,0,20,1,50,142,2,2,0
5344,34,2,0,1221,1,0,6,5,156,182,1,8,0
5345,32,3,0,864,1,0,28,8,268,17,19,0,0
5346,51,3,0,7197,0,0,14,8,254,45,5,0,0
5347,35,2,0,898,1,0,9,4,129,214,1,0,1
5348,29,3,0,4210,1,0,18,5,168,119,1,0,0
5349,42,2,0,50,0,0,5,5,155,48,1,0,0
5350,31,3,0,498,0,0,11,8,251,182,2,0,0
5351,29,3,0,805,0,0,28,1,58,70,1,0,0
5352,33,2,0,540,0,1,13,5,163,88,2,0,0
5353,46,3,0,-780,0,1,5,2,65,128,1,0,0
5354,57,3,0,3760,0,0,17,1,47,1070,1,0,0
5355,52,1,0,-110,0,1,29,1,59,141,1,0,0
5356,37,2,0,2320,1,0,20,4,140,59,3,1,0
5357,32,2,0,2696,1,0,8,5,158,238,6,3,0
5358,30,2,0,764,0,0,26,5,176,150,2,0,0
5359,33,3,0,71,0,0,15,7,225,94,4,0,0
5360,43,3,0,-2,0,1,9,7,219,124,1,0,0
5361,53,3,0,554,0,0,28,1,58,48,1,5,0
5362,35,3,0,1684,1,0,28,8,268,39,8,0,0
5363,54,2,0,473,1,0,18,8,258,134,6,0,0
5364,32,3,0,138,0,0,20,8,260,94,4,0,0
5365,34,3,0,417,1,0,18,1,48,138,1,0,0
5366,30,3,0,5561,1,0,19,1,49,511,1,0,1
5367,47,3,0,151,1,0,5,5,155,190,1,0,0
5368,59,1,0,64,1,1,12,5,162,370,2,0,0
5369,55,1,0,23,1,0,5,5,155,291,1,0,0
5370,53,2,0,587,0,0,19,1,49,561,1,0,1
5371,38,2,0,31,1,0,11,7,221,891,2,0,0
5372,47,1,0,1112,1,0,13,5,163,129,1,0,0
5373,34,3,0,273,1,0,14,5,164,492,1,2,1
5374,28,2,0,204,1,0,24,7,234,38,1,0,0
5375,42,2,0,37,0,0,28,8,268,28,16,0,0
5376,28,3,0,672,0,0,4,5,154,174,1,0,0
5377,28,2,0,216,1,0,13,5,163,66,1,0,0
5378,34,2,0,268,1,0,8,5,158,248,1,9,0
5379,36,1,0,1993,1,1,13,5,163,174,1,2,0
5380,58,2,0,116,0,0,16,6,196,580,3,0,0
5381,31,2,0,216,0,0,3,6,183,138,1,0,0
5382,33,3,0,1071,0,0,12,8,252,83,4,0,0
5383,26,2,0,658,0,1,23,7,233,34,4,0,0
5384,29,3,0,858,1,0,12,6,192,234,7,1,0
5385,32,3,0,12269,0,0,16,5,166,141,1,0,0
5386,37,3,0,0,1,0,14,7,224,122,2,0,0
5387,49,0,0,5095,1,0,20,1,50,127,2,1,0
5388,47,2,0,0,1,0,15,7,225,56,4,0,0
5389,35,3,0,222,1,0,18,1,48,187,2,0,0
5390,49,1,0,1672,0,0,17,7,227,128,3,0,0
5391,41,1,0,0,1,1,6,5,156,238,1,0,0
5392,47,2,0,24556,0,0,20,10,320,309,1,0,0
5393,59,2,0,478,0,0,11,8,251,108,5,0,0
5394,47,2,0,306,1,0,20,4,140,20,2,0,0
5395,35,2,0,25,1,0,10,7,220,144,1,0,0
5396,35,2,0,-206,1,0,19,5,169,85,4,0,0
5397,35,1,0,8127,0,0,6,6,186,315,1,0,0
5398,34,2,0,-16,1,0,15,5,165,212,3,2,0
5399,33,3,0,302,1,1,16,4,136,670,1,0,0
5400,30,3,0,775,1,0,16,6,196,124,2,0,0
5401,31,2,0,1062,0,0,18,1,48,835,1,0,0
5402,48,2,1,20,0,0,27,8,267,145,3,0,0
5403,29,2,0,247,0,1,7,7,217,199,1,0,0
5404,58,2,0,321,0,1,17,1,47,254,2,0,0
5405,52,0,0,742,0,0,4,8,244,629,1,0,0
5406,40,2,0,879,1,1,2,4,122,349,3,0,0
5407,31,2,0,14387,1,0,20,1,50,128,1,0,0
5408,47,1,0,683,0,0,17,4,137,73,1,1,0
5409,46,0,0,802,1,0,30,1,60,445,1,1,0
5410,31,2,0,28,0,0,21,8,261,175,2,0,0
5411,36,2,0,1766,0,0,11,6,191,595,2,0,1
5412,35,2,0,0,0,0,28,8,268,19,14,0,0
5413,56,2,0,450,0,0,17,1,47,16,1,0,0
5414,29,3,0,451,0,0,28,1,58,451,1,0,0
5415,38,3,0,69,0,0,17,4,137,140,2,0,0
5416,37,2,0,847,0,0,20,6,200,54,1,0,0
5417,34,3,0,0,0,0,18,8,258,431,6,0,0
5418,33,3,0,544,1,0,7,5,157,155,1,0,0
5419,32,2,0,309,1,1,25,8,265,99,3,0,0
5420,50,1,0,12519,1,0,17,4,137,146,2,4,0
5421,26,3,0,1274,1,0,9,3,99,101,1,0,0
5422,28,2,0,369,1,0,23,5,173,411,3,0,0
5423,35,2,0,543,1,0,22,7,232,624,2,0,0
5424,41,2,0,-256,1,0,3,6,183,147,2,0,0
5425,49,2,0,289,1,0,2,2,62,243,1,0,0
5426,39,1,0,481,1,0,29,5,179,376,1,0,0
5427,52,2,0,633,1,0,14,5,164,292,1,0,0
5428,43,2,0,205,1,0,15,4,135,226,2,0,0
5429,57,1,0,-171,1,0,3,6,183,397,2,0,0
5430,24,2,0,0,0,0,16,5,166,280,1,0,0
5431,62,3,0,4692,1,0,13,1,43,113,1,1,0
5432,30,3,0,0,1,0,9,7,219,127,1,0,0
5433,47,1,0,430,0,0,8,5,158,89,8,0,0
5434,33,3,0,-359,0,0,29,8,269,59,2,0,0
5435,50,3,0,112,1,0,4,1,34,70,5,5,0
5436,50,1,0,4,0,0,16,6,196,51,1,0,0
5437,25,2,0,-143,1,1,27,5,177,90,1,0,0
5438,60,3,0,1336,0,0,18,6,198,324,1,0,0
5439,56,2,0,364,0,0,5,8,245,105,1,0,0
5440,48,1,0,283,1,0,30,7,240,383,7,0,0
5441,55,1,0,3680,0,0,16,6,196,131,1,0,0
5442,35,3,0,1723,1,0,25,7,235,862,1,0,1
5443,29,3,0,0,1,0,6,5,156,667,2,0,1
5444,55,2,0,39,0,0,17,6,197,20,1,0,0
5445,31,2,0,205,1,0,3,6,183,342,2,0,0
5446,59,1,0,5788,0,0,14,5,164,56,2,2,0
5447,42,3,0,9,1,0,15,5,165,98,3,0,0
5448,44,2,0,0,0,0,14,4,134,1594,1,1,1
5449,44,2,0,163,1,0,14,7,224,1669,2,0,1
5450,42,2,0,1370,1,0,15,5,165,36,2,0,0
5451,58,3,0,96,0,0,21,1,51,850,1,0,1
5452,33,2,0,1988,1,0,8,5,158,211,2,0,0
5453,38,3,0,2812,1,0,3,1,33,322,1,1,0
5454,31,3,0,816,1,0,16,4,136,339,1,0,0
5455,38,1,0,290,1,0,16,4,136,283,1,0,0
5456,77,1,0,680,0,0,27,1,57,341,4,3,0
5457,34,1,0,654,0,0,25,7,235,152,1,0,0
5458,37,2,0,0,0,1,10,7,220,351,2,0,0
5459,43,3,0,2383,0,0,13,8,253,379,6,0,1
5460,49,3,0,147,0,1,2,2,62,559,1,4,0
5461,37,1,0,-738,1,0,5,5,155,303,1,0,0
5462,34,3,0,2037,0,0,15,12,375,324,2,0,1
5463,31,1,0,196,0,0,7,8,247,248,1,0,0
5464,47,3,0,1011,0,0,6,10,306,808,1,0,1
5465,32,2,0,1211,1,0,19,5,169,206,4,0,0
5466,49,0,0,383,1,0,23,5,173,290,3,0,0
5467,46,0,0,2367,0,0,6,6,186,86,3,0,0
5468,32,2,0,-341,0,0,15,5,165,339,1,3,0
5469,19,0,0,5368,0,0,4,5,154,77,6,0,0
5470,55,2,0,0,1,1,7,10,307,122,1,4,0
5471,37,3,0,578,1,0,8,8,248,401,4,0,0
5472,41,2,0,-396,1,0,7,7,217,104,4,0,0
5473,36,2,0,-456,1,0,11,7,221,252,1,0,0
5474,34,1,0,500,1,0,18,1,48,240,2,1,0
5475,26,2,0,1690,0,1,28,7,238,408,3,0,0
5476,31,2,0,0,1,0,25,7,235,293,4,0,0
5477,32,3,0,1534,0,0,2,2,62,199,2,0,0
5478,33,3,0,457,1,0,30,1,60,159,1,4,0
5479,49,3,0,1784,0,0,12,6,192,753,1,0,0
5480,46,3,0,846,1,0,8,5,158,369,2,0,0
5481,48,2,0,543,1,0,16,4,136,152,1,1,0
5482,57,3,0,375,0,0,21,10,321,135,1,0,1
5483,56,2,0,264,1,1,7,5,157,639,2,5,0
5484,42,2,0,0,0,0,30,7,240,351,2,0,0
5485,47,2,0,232,1,0,24,7,234,208,1,0,0
5486,28,2,0,12,1,0,30,1,60,73,3,3,0
5487,44,2,0,2439,1,0,30,7,240,133,2,0,0
5488,28,3,0,231,1,1,25,7,235,568,2,0,0
5489,58,3,0,499,1,1,29,1,59,181,1,0,0
5490,32,2,0,201,1,0,18,6,198,110,2,0,0
5491,39,1,0,1411,1,0,20,5,170,625,2,0,0
5492,55,2,0,-185,0,1,2,2,62,463,2,0,0
5493,32,2,0,-267,0,1,7,7,217,98,1,0,0
5494,46,2,0,-637,1,0,8,5,158,218,1,1,0
5495,40,2,0,3122,1,0,12,5,162,344,3,0,0
5496,57,2,0,4168,1,1,16,5,166,47,1,0,0
5497,35,3,0,-15,1,0,21,5,171,554,3,0,0
5498,31,2,0,863,1,0,25,5,175,166,3,6,0
5499,52,2,0,195,1,0,18,2,78,220,1,5,1
5500,26,2,0,288,1,0,12,5,162,49,2,0,0
5501,48,3,0,5473,0,0,24,8,264,232,2,0,1
5502,36,3,0,332,1,0,22,5,172,566,7,0,0
5503,33,2,0,348,1,0,7,5,157,263,2,1,0
5504,59,3,0,3552,1,0,17,1,47,690,1,7,0
5505,46,3,0,3941,1,0,19,1,49,499,1,0,0
5506,27,3,0,37,1,0,13,5,163,163,3,0,0
5507,31,2,0,125,0,0,4,5,154,200,1,1,0
5508,27,2,0,73,1,0,5,2,65,140,1,0,0
5509,49,3,0,3293,0,0,24,5,174,260,1,9,0
5510,33,2,0,23,0,0,29,8,269,53,4,0,0
5511,47,2,0,136,1,0,20,5,170,132,1,0,0
5512,27,2,0,230,0,0,27,7,237,5,1,0,0
5513,42,2,1,-34,0,0,5,2,65,176,1,0,0
5514,43,3,0,1696,1,0,26,8,266,257,1,3,1
5515,38,3,0,119,1,0,13,5,163,568,4,0,1
5516,35,3,0,14,1,1,8,5,158,64,1,0,0
5517,59,2,0,32,1,0,18,5,168,201,5,0,0
5518,44,2,0,129,1,1,5,5,155,189,2,0,0
5519,44,2,0,0,0,0,17,1,47,57,1,0,0
5520,47,2,0,1348,0,1,4,8,244,255,1,0,0
5521,39,3,0,1682,1,0,19,1,49,147,1,1,0
5522,47,1,0,12531,1,0,30,5,180,888,3,0,0
5523,40,2,0,1597,1,0,30,5,180,633,1,0,0
5524,26,2,0,0,0,1,30,7,240,65,26,0,0
5525,29,2,0,275,1,0,18,5,168,180,1,0,0
5526,28,2,0,1950,0,0,9,7,219,147,1,0,0
5527,37,2,0,0,1,1,4,2,64,131,1,0,0
5528,31,3,0,147,0,0,9,3,99,469,1,2,1
5529,43,3,0,317,1,0,18,7,228,106,1,0,0
5530,30,3,0,398,0,0,30,4,150,554,1,2,1
5531,26,1,0,500,1,0,15,5,165,21,6,0,0
5532,44,2,0,1310,1,0,16,5,166,290,1,0,0
5533,33,3,0,0,0,0,28,8,268,56,2,0,0
5534,42,3,0,1686,1,1,20,4,140,522,4,0,0
5535,45,3,0,0,1,1,13,5,163,147,1,0,0
5536,51,3,0,630,1,0,5,5,155,138,1,0,0
5537,31,2,0,138,0,0,26,5,176,91,1,2,1
5538,60,2,0,1524,0,0,18,6,198,173,1,0,0
5539,32,2,0,0,1,1,6,5,156,135,3,0,0
5540,37,1,0,106,1,0,25,8,265,511,1,13,1
5541,39,1,0,-439,1,0,15,5,165,347,8,0,0
5542,47,2,0,0,0,1,29,6,209,238,1,4,0
5543,30,2,0,220,1,1,15,5,165,187,3,0,0
5544,31,3,0,0,1,1,28,7,238,664,8,0,1
5545,36,2,0,17,0,0,22,4,142,621,1,0,1
5546,43,3,0,-194,0,0,4,2,64,57,1,0,0
5547,39,2,0,-971,1,1,28,5,178,104,2,0,0
5548,34,0,0,-90,1,0,18,5,168,20,1,1,0
5549,32,2,0,75,0,0,16,5,166,129,1,0,0
5550,53,2,0,367,1,1,29,1,59,155,1,2,0
5551,39,2,0,3165,1,0,15,5,165,56,1,2,0
5552,32,3,0,1804,1,0,20,6,200,73,3,0,0
5553,40,3,0,285,1,0,6,4,126,322,1,3,0
5554,36,2,0,644,0,0,4,7,214,133,1,0,0
5555,32,2,0,18,0,0,26,5,176,52,1,0,0
5556,54,1,0,428,1,0,8,5,158,311,1,0,0
5557,49,1,0,1381,0,0,16,6,196,73,2,0,0
5558,42,3,0,3777,1,0,4,2,64,139,4,0,0
5559,48,3,0,3766,0,0,6,8,246,206,2,0,0
5560,38,3,0,1680,1,0,17,1,47,414,2,0,0
5561,36,3,0,268,1,1,24,7,234,823,1,0,0
5562,55,2,0,802,1,1,5,5,155,100,2,0,0
5563,60,2,0,272,0,0,2,2,62,421,1,0,0
5564,24,2,0,120,1,0,18,5,168,145,1,0,0
5565,48,2,0,504,0,1,6,8,246,227,3,0,0
5566,32,2,0,2093,0,0,24,9,294,224,2,1,1
5567,54,2,0,255,1,0,27,6,207,140,2,0,0
5568,60,3,0,0,0,0,18,8,258,161,2,0,0
5569,25,3,0,906,0,0,26,5,176,253,1,0,1
5570,40,2,0,61,1,0,7,5,157,112,3,0,0
5571,22,0,0,3317,0,0,10,8,250,148,1,0,0
5572,31,3,0,162,0,0,28,8,268,13,9,0,0
5573,51,2,1,34,0,1,7,7,217,200,1,0,0
5574,52,1,0,383,1,1,17,4,137,299,2,0,0
5575,34,0,0,1387,0,0,30,4,150,121,1,0,0
5576,33,2,0,697,0,0,6,2,66,860,2,0,1
5577,34,3,0,4782,1,0,15,5,165,160,1,1,0
5578,31,1,0,2603,1,0,18,1,48,224,1,0,0
5579,51,2,0,-286,1,0,9,5,159,70,1,0,0
5580,60,2,0,143,0,0,30,1,60,345,1,0,0
5581,34,3,0,1022,1,0,8,9,278,219,1,0,0
5582,48,2,0,57,0,0,19,1,49,134,1,0,0
5583,25,2,0,4280,0,1,8,7,218,148,2,0,0
5584,24,2,0,-232,1,0,18,5,168,108,1,0,0
5585,50,1,0,4121,1,1,20,1,50,177,1,0,0
5586,31,2,0,-45,0,0,7,5,157,246,2,0,0
5587,33,2,0,89,1,0,18,7,228,278,2,0,1
5588,42,2,0,764,0,1,21,1,51,127,3,0,0
5589,31,3,0,1536,0,0,22,8,262,234,2,0,0
5590,31,3,0,254,0,0,18,8,258,1576,8,0,1
5591,33,2,0,555,1,0,9,9,279,204,1,1,1
5592,34,3,0,621,1,0,17,1,47,97,1,0,0
5593,35,2,0,-461,0,0,23,5,173,339,1,0,0
5594,35,1,0,442,1,0,26,5,176,129,3,0,0
5595,25,2,0,122,1,0,6,5,156,286,1,0,0
5596,29,2,0,3,0,0,22,7,232,115,1,0,0
5597,39,2,0,-225,0,0,19,8,259,220,1,0,0
5598,32,3,0,3939,0,0,8,8,248,209,2,0,0
5599,30,3,0,726,1,0,16,4,136,39,1,3,0
5600,48,1,0,329,0,1,23,7,233,85,6,0,0
5601,60,3,0,1626,1,1,27,5,177,395,2,0,0
5602,59,1,0,6187,0,0,31,7,241,114,4,0,0
5603,35,1,0,3369,0,0,20,1,50,322,1,0,0
5604,27,3,0,3687,0,0,8,4,128,335,2,0,0
5605,32,2,0,-63,1,0,30,5,180,198,1,0,0
5606,52,3,0,732,0,0,4,2,64,48,1,0,0
5607,37,2,0,-272,0,1,20,1,50,104,3,6,0
5608,39,1,0,419,1,0,17,1,47,186,1,1,0
5609,54,0,0,-361,1,0,26,5,176,227,1,0,0
5610,56,2,0,2658,1,0,15,5,165,302,1,0,0
5611,51,2,0,949,0,0,5,8,245,1092,1,0,1
5612,46,2,0,198,1,0,30,1,60,153,1,6,0
5613,41,2,0,231,0,0,9,7,219,76,2,0,0
5614,44,2,0,3843,1,0,17,1,47,70,1,2,0
5615,23,2,0,836,1,0,27,5,177,674,1,0,0
5616,40,3,0,759,1,0,20,4,140,32,2,5,0
5617,34,2,0,43,1,0,28,9,298,6,1,0,0
5618,59,1,0,8,0,0,28,1,58,56,1,0,0
5619,35,1,0,398,1,0,8,5,158,34,1,0,0
5620,31,1,0,1644,0,0,5,6,185,247,3,0,0
5621,45,2,0,-121,1,0,3,6,183,197,5,0,0
5622,54,2,0,378,0,0,6,6,186,371,2,0,0
5623,27,3,0,516,0,0,16,2,76,57,1,0,0
5624,51,2,0,0,0,0,5,6,185,78,1,0,0
5625,36,3,0,4388,0,0,8,8,248,52,3,0,0
5626,58,1,0,331,1,0,19,5,169,145,4,0,0
5627,32,2,0,604,0,0,30,1,60,410,2,2,0
5628,37,3,0,6101,0,0,6,2,66,141,1,0,1
5629,35,2,0,5304,1,0,20,1,50,340,1,2,0
5630,37,2,0,407,1,0,11,7,221,141,2,0,0
5631,46,3,0,194,0,0,28,1,58,97,1,0,0
5632,48,1,0,5908,0,0,16,6,196,192,4,0,0
5633,45,1,0,71,0,0,26,6,206,138,2,0,0
5634,48,1,0,199,0,0,18,8,258,29,2,0,0
5635,32,2,0,3027,0,0,5,5,155,171,2,0,0
5636,30,2,0,2046,0,0,21,4,141,595,3,1,1
5637,59,2,0,957,0,0,8,3,98,301,1,2,1
5638,34,3,0,-16,0,0,8,8,248,108,2,0,0
5639,37,3,0,556,0,0,17,6,197,200,2,0,0
5640,40,2,0,1009,1,1,20,6,200,1036,5,0,1
5641,37,1,0,204,1,0,21,5,171,161,4,0,0
5642,46,3,0,302,0,0,18,8,258,80,13,0,0
5643,36,1,0,531,0,0,28,4,148,151,3,0,0
5644,44,1,0,1593,1,0,19,1,49,201,2,3,0
5645,35,2,0,-67,0,1,21,7,231,84,1,0,0
5646,35,2,0,150,0,0,18,8,258,242,5,0,0
5647,36,3,0,688,0,0,25,2,85,293,3,2,0
5648,51,3,0,5350,1,1,31,7,241,612,4,0,1
5649,48,2,0,1394,1,0,13,5,163,30,10,0,0
5650,35,3,0,0,0,0,29,8,269,669,6,0,0
5651,44,3,0,670,1,0,31,7,241,435,6,0,0
5652,50,2,0,-253,0,0,25,6,205,43,1,0,0
5653,35,3,0,489,0,0,5,8,245,592,2,0,0
5654,32,3,0,0,1,1,13,5,163,440,2,0,1
5655,47,1,0,683,0,0,20,1,50,101,1,0,0
5656,35,3,0,1494,1,0,6,5,156,311,1,2,0
5657,60,1,0,6271,1,0,6,5,156,210,2,5,0
5658,20,0,0,457,0,0,16,6,196,214,1,0,0
5659,39,2,0,167,1,1,12,5,162,612,1,0,1
5660,25,2,0,541,1,0,15,5,165,607,1,4,0
5661,32,2,0,123,1,0,9,5,159,278,1,0,0
5662,33,1,0,217,1,0,20,4,140,198,1,3,0
5663,77,2,0,820,0,0,21,10,321,330,2,4,1
5664,29,2,0,64,1,0,14,5,164,444,2,3,0
5665,29,3,0,1337,1,0,17,7,227,125,2,0,0
5666,38,2,0,0,1,0,23,5,173,353,2,0,0
5667,43,2,0,764,1,0,14,7,224,557,5,0,0
5668,30,2,0,80,1,0,8,5,158,185,2,0,0
5669,62,3,0,6,1,0,13,10,313,216,1,4,1
5670,47,2,0,298,1,0,11,5,161,183,1,0,0
5671,43,2,0,177,1,0,8,5,158,120,1,0,0
5672,35,2,0,663,1,0,2,4,122,359,3,0,0
5673,49,1,0,157,1,0,2,2,62,131,2,0,0
5674,59,2,0,45141,0,0,6,6,186,42,1,0,0
5675,42,1,0,1398,0,0,14,5,164,36,6,0,0
5676,28,3,0,1010,1,0,6,5,156,911,1,2,0
5677,30,2,0,7032,0,0,17,7,227,102,1,0,0
5678,24,2,0,556,1,0,8,2,68,278,1,4,1
5679,38,2,0,0,1,0,23,7,233,157,1,0,0
5680,57,3,0,1571,0,0,11,6,191,230,13,0,0
5681,31,3,0,13,0,0,28,8,268,110,5,0,0
5682,58,1,0,0,1,0,29,5,179,535,2,0,0
5683,26,3,0,278,1,1,7,7,217,1467,1,0,0
5684,43,1,0,222,0,0,24,7,234,203,2,0,0
5685,42,2,0,1030,0,0,9,6,189,148,3,0,0
5686,25,2,0,933,1,0,7,5,157,463,2,0,0
5687,45,2,0,692,1,0,28,5,178,506,2,0,0
5688,30,3,0,2544,0,0,9,4,129,152,2,0,1
5689,58,2,0,687,1,0,30,4,150,341,2,0,1
5690,51,2,0,708,1,0,14,5,164,391,1,1,0
5691,52,2,0,113,1,1,5,5,155,127,1,0,0
5692,37,2,0,1190,1,0,9,5,159,268,3,0,0
5693,26,1,0,-295,1,0,6,5,156,138,1,0,0
5694,31,3,0,2,0,0,8,8,248,848,1,0,1
5695,37,3,0,6014,1,0,15,7,225,163,6,0,0
5696,37,2,0,616,1,0,17,4,137,18,1,0,0
5697,47,3,0,1115,1,0,23,7,233,18,9,0,0
5698,37,2,0,1193,0,0,12,5,162,396,2,0,0
5699,43,2,0,212,1,0,14,5,164,78,1,0,0
5700,36,2,0,1497,0,1,21,1,51,455,2,3,0
5701,26,2,0,1209,1,0,7,5,157,57,4,0,0
5702,34,1,0,277,1,0,17,4,137,76,2,0,0
5703,65,3,0,1948,0,0,2,2,62,102,2,0,0
5704,29,2,0,209,1,0,28,7,238,487,7,0,0
